,WtoLNu_600to800,/WJetsToLNu_HT-600To800_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,1.091e+01 +- 4.864e-02,10.9100,7718765,1737,0.023,707494.500,,,,,,,,
,WtoLNu_800to1200,/WJetsToLNu_HT-800To1200_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,4.937e+00 +- 2.171e-02,4.9370,7306187,1833,0.025,1479883.938,,,,,,,,
,WtoLNu_1200to2500,/WJetsToLNu_HT-1200To2500_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,1.156e+00 +- 6.101e-03,1.1560,6481518,1786,0.028,5606849.481,,,,,,,,
,WtoLNu_2500toInf,/WJetsToLNu_HT-2500ToInf_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,2.643e-02 +- 1.817e-04,0.0264,,,,0.000,,,,,,,,
,WGtoLNuG_Inclusive,/WGToLNuG_01J_5f_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,1.913e+02 +- 1.046e+00,191.3000,61613294,72425,0.118,322076.811,,,,,,,,
,,,,,,,,,,,,,,,,
,Single Z production,,,,,,,,,,,,,,,
,DYto2L_10to50,/DYJetsToLL_M-10to50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,1.589e+04 +- 2.550e+01,18610.0000,94452816,257,0.000,5075.380,arXiv:2202.08676,,,,,,,
,DYto2L_50toInf,/DYJetsToLL_M-50_TuneCP5_13TeV-madgraphMLM-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1_ext1-v1/NANOAODSIM,5.361e+03 +- 4.847e+01,5675.0000,96233328,53041,0.055,16957.415,arXiv:2202.08676,,,,,,,
,DYGToLLG_Inclusive,/ZGToLLG_01J_5f_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,5.144e+01 +- 3.608e-01,51.4400,29919798,45154,0.151,581644.596,,,,,,,,
,,,,,,,,,,,,,,,,
,TTBar production,,,,,,,,,,Production,decay of dau1,decay of dau2,permutation,Final xsec,https://twiki.cern.ch/twiki/bin/view/LHCPhysics/TtbarNNLO
,TT_TTto2L2Nu,/TTTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,6.871e+02 +- 5.174e-01,88.2900,145020000,334062,0.230,1642541.624,arXiv:2202.08676,,833.9,0.3258,0.3258,1,88.514849 ,
,TT_TTtoLNu2Q,/TTToSemiLeptonic_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,6.871e+02 +- 5.174e-01,365.3400,476408000,729181,0.153,1304012.700,arXiv:2202.08676,,833.9,0.3258,0.6741,2,366.285205 ,
,,,,,,,,,,,,,,,,
,Single top production,,,,,,,,,,Production,https://twiki.cern.ch/twiki/bin/view/LHCPhysics/SingleTopNNLORef,,,,
,ST_s-channel,/ST_s-channel_4f_leptonDecays_TuneCP5_13TeV-amcatnlo-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,3.549e+00 +- 3.082e-03,3.7400,19365999,25713,0.133,5178074.599,arXiv:2202.08676,,11.073,,,,,
,ST_t-channel-antitop,/ST_t-channel_antitop_4f_InclusiveDecays_TuneCP5_13TeV-powheg-madspin-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,6.793e+01 +- 4.479e-01,67.9300,95627000,33350,0.035,1407728.544,,,80,,,,,
,ST_t-channel-top,/ST_t-channel_top_4f_InclusiveDecays_TuneCP5_13TeV-powheg-madspin-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,1.134e+02 +- 8.831e-01,113.4000,178336000,60322,0.034,1572627.866,,,134.2,,,,,
,,,,,,,,,,,,,,,,
,TW,,,,,,,,,,,,,,,
,TW_antitop,/ST_tW_antitop_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,3.251e+01 +- 2.346e-02,32.5100,7749000,5976,0.077,238357.428,,,79.3,,,,,
,TW_top,/ST_tW_top_5f_inclusiveDecays_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,3.245e+01 +- 2.338e-02,32.4500,7956000,6116,0.077,245177.196,,,79.3,,,,,
,,,,,,,,,,,,,,,,
,TT + V,,,,,,,,,,,,,,,
,TTV_TTWtoLNu,/TTWJetsToLNu_TuneCP5_13TeV-amcatnloFXFX-madspin-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,2.157e-01 +- 1.122e-03,0.2157,10450000,633294,6.060,48446917.014,,,,,,,,
,TTV_TTZtoLL,/TTZToLL_TuneCP5_13TeV_amcatnlo-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v3/NANOAODSIM,7.468e-02 +- 1.473e-04,0.0747,29369504,1241576,4.227,393271344.403,,,,,,,,
,,,,,,,,,,,,,,,,
,RareTop,,,,,,,,,,,,,,,
,RareTop_THQ,/THQ_ctcvcp_4f_Hincl_TuneCP5_13TeV_madgraph_pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,7.445e-01 +- 1.190e-03,0.3189,29799971,187633,0.630,93446130.448,arXiv:2202.08676,,,,,,,
,RareTop_THW,/THW_ctcvcp_5f_Hincl_TuneCP5_13TeV_madgraph_pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.476e-01 +- 2.754e-04,0.1503,14865000,157997,1.063,98902195.609,arXiv:2202.08676,,,,,,,
,RareTop_TTHH,/TTHH_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,6.679e-04 +- 9.961e-07,0.0007,500000,8172,1.634,751314800.902,arXiv:2202.08676,,,,,,,
,RareTop_TTTJ,/TTTJ_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,4.007e-04 +- 4.989e-07,0.0004,500000,10767,2.153,1258178158.027,arXiv:2202.08676,,,,,,,
,RareTop_TTTT,/TTTT_TuneCP5_13TeV-amcatnlo-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,8.091e-03 +- 1.165e-05,0.0082,13058000,423834,3.246,1589918422.014,arXiv:2202.08676,,,,,,,
,RareTop_TTTW,/TTTW_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,7.310e-04 +- 1.001e-06,0.0007,494000,17210,3.484,672841187.687,arXiv:2202.08676,,,,,,,
,RareTop_TTWH,/TTWH_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.141e-03 +- 1.388e-06,0.0011,497000,14290,2.875,435582822.086,arXiv:2202.08676,,,,,,,
,RareTop_TTWW,/TTWW_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,6.994e-03 +- 7.821e-06,0.0070,944000,33077,3.504,134953538.242,arXiv:2202.08676,,,,,,,
,RareTop_TTWZ,/TTWZ_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,2.456e-03 +- 6.628e-06,0.0024,498000,12199,2.450,203431372.549,arXiv:2202.08676,,,,,,,
,RareTop_TTZH,/TTZH_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.136e-03 +- 1.300e-06,0.0011,500000,6714,1.343,442869796.280,arXiv:2202.08676,,,,,,,
,RareTop_TTZZ,/TTZZ_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,1.390e-03 +- 1.667e-06,0.0014,498000,4854,0.975,359307359.307,arXiv:2202.08676,,,,,,,
,RareTop_TZQB,/tZq_ll_4f_ckm_NLO_TuneCP5_13TeV-amcatnlo-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,7.561e-02 +- 2.088e-04,0.9420,11916000,301754,2.532,12649681.529,arXiv:2202.08676,,,,,,,
,,,,,,,,,,,,,,,,
,VV,,,,,,,,,,,,,,,
,VVSS_WpWpEWK,/WpWpJJ_EWK_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,2.786e-02 +- 9.023e-05,0.0279,150000,41115,27.410,5384063.173,,,,,,,,
,VVSS_WpWpQCD,/WpWpJJ_QCD_TuneCP5_13TeV-madgraph-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,2.358e-02 +- 9.513e-05,0.0236,150000,28394,18.929,6361323.155,,,,,,,,
,VV_WWto2L2Nu,/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.109e+01 +- 7.040e-03,11.0900,9994000,7994,0.080,901172.227,,,,,,,,
,VV_WWto4Q,/WWTo4Q_4f_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,5.191e+01 +- 5.683e-01,51.9100,39541500,11,0.000,761731.844,,,,,,,,
,VV_WWtoLNu2Q,/WWTo1L1Nu2Q_4f_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,5.090e+01 +- 2.135e-01,50.9000,40272013,4735,0.012,791198.684,,,,,,,,
,VV_WZto2L2Q,/WZTo2Q2L_mllmin4p0_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,6.409e+00 +- 2.368e-02,6.4090,28576996,19031,0.067,4458885.318,,,,,,,,
,VV_WZto3LNu,/WZTo3LNu_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,5.249e+00 +- 1.981e-02,5.2490,9821283,333593,3.397,1871076.967,,,,,,,,
,VV_WZtoLNu2Q,/WZTo1L1Nu2Q_4f_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,9.370e+00 +- 2.956e-01,9.3700,7395487,1354,0.018,789272.892,,,,,,,,
,VV_ZZto2L2Nu,/ZZTo2L2Nu_TuneCP5_13TeV_powheg_pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,9.738e-01 +- 9.971e-04,0.9738,56886000,35751,0.063,58416512.631,,,,,,,,
,VV_ZZto2L2Q,/ZZTo2Q2L_mllmin4p0_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,3.689e+00 +- 1.627e-02,3.6890,29357938,25859,0.088,7958237.463,,,,,,,,
,VV_ZZto2Nu2Q,/ZZTo2Q2Nu_TuneCP5_13TeV-amcatnloFXFX-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,4.501e+00 +- 2.026e-02,4.5010,19813764,28,0.000,4402080.427,,,,,,,,
,VV_ZZto4L,/ZZTo4L_TuneCP5_13TeV_powheg_pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.325e+00 +- 1.220e-03,1.3250,98488000,1450800,1.473,74330566.038,,,,,,,,
,,,,,,,,,,,,,,,,
,VVV,,,,,,,,,,,,,,,
,VVV_WWW,/WWW_4F_TuneCP5_13TeV-amcatnlo-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,2.158e-01 +- 2.479e-04,0.2158,240000,4147,1.728,1112140.871,,,,,,,,
,VVV_WWZ,/WWZ_4F_TuneCP5_13TeV-amcatnlo-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,1.707e-01 +- 1.757e-04,0.1707,248000,1108,0.447,1452841.242,,,,,,,,
,VVV_WZZ,/WZZ_TuneCP5_13TeV-amcatnlo-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,5.709e-02 +- 6.213e-05,0.0571,300000,1627,0.542,5254860.746,,,,,,,,
,VVV_ZZZ,/ZZZ_TuneCP5_13TeV-amcatnlo-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,1.476e-02 +- 4.809e-06,0.0148,250000,439,0.176,16937669.377,,,https://twiki.cern.ch/twiki/bin/view/LHCPhysics/CERNYellowReportPageBR,,,,,
,,,,,,,,,,,https://twiki.cern.ch/twiki/bin/view/LHCPhysics/CERNYellowReportPageAt13TeV,,,,,
,Higgs,,,,,,,,,,Production,decay of H,decay of dau,permutation,Final xsec,
,Higgs_GGHHto2W,/GluGluHToWWTo2L2Nu_M125_TuneCP5_13TeV_powheg2_JHUGenV714_pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,2.147e+01 +- 1.033e-02,0.122400 ,9309000,2414,0.026,76053921.569,,,48.5800,0.2137,0.1061,1,1.101956 ,
,Higgs_GGHHtoZZ,/GluGluHToZZTo4L_M125_TuneCP5_13TeV_powheg2_JHUGenV7011_pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,2.887e+01 +- 2.027e-02,0.012981 ,940000,31234,3.323,72413527.463,,,48.5800,0.0262,0.0102,1,0.012981 ,
,Higgs_TTHtoNon2B,/ttHToNonbb_M125_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,5.013e-01 +- 1.171e-02,0.211800 ,7328993,142539,1.945,34603366.383,arXiv:2202.08676,,0.5071,0.4176,1.0000,1,0.211765 ,
,Higgs_VBFHto2Zto2L2Nu,/VBF_HToZZTo2L2Nu_M125_TuneCP5_13TeV_powheg2_JHUGenV735_pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,3.935e+00 +- 1.774e-02,0.000400 ,482000,425,0.088,1205000000.000,,,3.7820,0.0262,0.0020,2,0.000400 ,
,Higgs_VBFHto2Zto4L,/VBF_HToZZTo4L_M125_TuneCP5_13TeV_powheg2_JHUGenV7011_pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,3.935e+00 +- 1.774e-02,0.001011 ,477000,18793,3.940,471810089.021,,,3.7820,0.0262,0.0102,1,0.001011 ,
,Higgs_WminusHHto2C,/WminusH_HToCC_WToLNu_M-125_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,1.770e-01 +- 3.673e-04,0.001293 ,4870968,7965,0.164,3766600680.483,,,1.3730,0.0289,0.3258,1,0.012932 ,
,Higgs_WminusHHto2B,/WminusH_HToBB_WToLNu_M-125_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,1.770e-01 +- 3.673e-04,0.260521 ,4862708,1768,0.036,18665320.646,,,1.3730,0.5824,0.3258,1,0.260521 ,
,Higgs_WplusHHtoZG,/WminusH_HToZG_WToAll_M-125_TuneCP5_13TeV-powheg-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,5.413e-01 +- 5.711e-04,0.001355 ,297981,1049,0.352,219912177.122,,,0.8839,0.0015,1.0000,1,0.001355 ,
,Higgs_bbHto2Z,/bbH_HToZZTo4L_M125_TuneCP2_13TeV-jhugenv7011-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.000e+00 +- 1.000e+14,0.000141 ,460400,15767,3.425,3265248226.950,,,0.5277,0.0262,0.0102,1,0.000141 ,
,,,,,,,,,,,,,,,,
,QCD,,,,,,,,,,,,,,,
,QCDEM_15to20,/QCD_Pt-15to20_EMEnriched_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.317e+06 +- 7.901e+03,1317000.0000,7899865,0,0.000,5.998,,,,,,,,
,QCDEM_20to30,/QCD_Pt-20to30_EMEnriched_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v1/NANOAODSIM,4.880e+06 +- 3.616e+04,4880000.0000,14328846,0,0.000,2.936,,,,,,,,
,QCDEM_30to50,/QCD_Pt-30to50_EMEnriched_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,6.448e+06 +- 2.109e+04,6448000.0000,8574589,0,0.000,1.330,,,,,,,,
,QCDEM_50to80,/QCD_Pt-50to80_EMEnriched_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.981e+06 +- 8.095e+03,1981000.0000,10497272,1,0.000,5.299,,,,,,,,
,QCDEM_80to120,/QCD_Pt-80to120_EMEnriched_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,3.678e+05 +- 1.164e+03,367800.0000,9468372,3,0.000,25.743,,,,,,,,
,QCDEM_120to170,/QCD_Pt-120to170_EMEnriched_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,6.649e+04 +- 2.676e+02,66490.0000,9677904,5,0.000,145.554,,,,,,,,
,QCDEM_170to300,/QCD_Pt-170to300_EMEnriched_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.653e+04 +- 7.035e+01,16530.0000,3714642,2,0.000,224.721,,,,,,,,
,QCDEM_300toInf,/QCD_Pt-300toInf_EMEnriched_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.126e+03 +- 1.927e+01,1126.0000,2215994,3,0.000,1968.023,,,,,,,,
,QCDMu_15to20,/QCD_Pt-15To20_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,2.795e+06 +- 1.094e+04,2795000.0000,9325758,0,0.000,3.337,,,,,,,,
,QCDMu_20to30,/QCD_Pt-20To30_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,2.527e+06 +- 1.053e+04,2527000.0000,60640516,6,0.000,23.997,,,,,,,,
,QCDMu_30to50,/QCD_Pt-30To50_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.367e+06 +- 5.810e+03,1267000.0000,58737695,80,0.000,46.360,,,,,,,,
,QCDMu_50to80,/QCD_Pt-50To80_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,3.776e+05 +- 1.424e+03,377600.0000,40022458,166,0.000,105.992,,,,,,,,
,QCDMu_80to120,/QCD_Pt-80To120_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,8.950e+04 +- 5.294e+02,89500.0000,45494357,301,0.001,508.317,,,,,,,,
,QCDMu_120to170,/QCD_Pt-120To170_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,2.121e+04 +- 7.274e+01,21210.0000,38022194,249,0.001,1792.654,,,,,,,,
,QCDMu_170to300,/QCD_Pt-170To300_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,7.003e+03 +- 2.896e+01,7003.0000,71870974,443,0.001,10262.884,,,,,,,,
,QCDMu_300to470,/QCD_Pt-300To470_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,6.219e+02 +- 2.545e+00,621.9000,58949756,322,0.001,94789.767,,,,,,,,
,QCDMu_470to600,/QCD_Pt-470To600_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,5.927e+01 +- 2.418e-01,59.2700,38453296,200,0.001,648781.778,,,,,,,,
,QCDMu_600to800,/QCD_Pt-600To800_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.822e+01 +- 7.375e-02,18.2200,37194982,165,0.000,2041436.992,,,,,,,,
,QCDMu_800to1000,/QCD_Pt-800To1000_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,3.295e+00 +- 1.326e-02,3.2950,78942993,342,0.000,23958419.727,,,,,,,,
,QCDMu_1000,/QCD_Pt-1000_MuEnrichedPt5_TuneCP5_13TeV-pythia8/RunIISummer20UL18NanoAODv9-106X_upgrade2018_realistic_v16_L1v1-v2/NANOAODSIM,1.078e+00 +- 4.340e-03,1.0780,27427130,85,0.000,25442606.679,,,,,,,,
,,,,,,,,,,,,,,,,
